1995 CSI #	CSI Description	2004 CSI #	CSI Description	Trade	Division #
11250	Water Softening Equipment	44 44 13	Water Treatment Chemical Feed Equipment	Equipment	11
11260	Chlorination Equipment	44 44 16	Water Chlorinators	Equipment	11
11260	Disinfectant Feed Equipment	44 44 13	Water Treatment Chemical Feed Equipment	Equipment	11
11260	pH Equipment	44 44 59	Water pH Adjustment Equipment	Equipment	11
11270	Fluoridation Equipment	44 44 39	Water Fluoridation Equipment	Equipment	11
11280	HYDRAULIC GATES AND VALVES	35 20 16	Hydraulic Gates	Hydraulics	11
11280	HYDRAULIC GATES AND VALVES	35 20 19	Hydraulic Valves	Hydraulics	11
11285	Bulkhead Gates	35 20 16.19	Hydraulic Head Gates	Hydraulics	11
11285	High-Pressure Gates	35 20 16	Hydraulic Gates	Hydraulics	11
11285	Hinged-Leaf Gates	35 20 16	Hydraulic Gates	Hydraulics	11
11285	Hydraulic Gates	35 20 16	Hydraulic Gates	Hydraulics	11
11285	Radial Gates	35 20 16	Hydraulic Gates	Hydraulics	11
11285	Slide Gates	35 20 16	Hydraulic Gates	Hydraulics	11
11285	Sluice Gates	35 20 16.26	Hydraulic Sluice Gates	Hydraulics	11
11285	Spillway Crest Gates	35 20 16.13	Hydraulic Spillway Crest Gates	Hydraulics	11
11285	Vertical-Lift Gates	35 20 16.53	Hydraulic Vertical Lift Gates	Hydraulics	11
11295	Butterfly Valves	35 20 19.13	Hydraulic Butterfly Valves	Hydraulics	11
11295	Hydraulic Valves	35 20 19	Hydraulic Valves	Hydraulics	11
11295	Regulating Valves	35 20 19.23	Hydraulic Regulating Valves	Hydraulics	11
11300	FLUID WASTE TREATMENT AND DISPOSAL EQUIPMENT	44 40 00	Water Treatment Equipment	Waste Treatment	11
11310	Oil-Water Separators	44 42 53	Water Treatment Oil/Water Separators	Waste Treatment	11
11310	Packaged Pump Stations	43 21 00	Liquid Pumps	Waste Treatment	11
11310	Sewage and Sludge Pumps	43 21 00	Liquid Pumps	Waste Treatment	11
11310	Sewage Ejectors	43 21 00	Liquid Pumps	Waste Treatment	11
11320	Grit Collecting Equipment	44 42 39	Water Treatment Grit Collectors	Waste Treatment	11
11330	Screening and Grinding Equipment	44 42 00	General Water Treatment Equipment	Waste Treatment	11
11335	Sedimentation Tank Equipment	44 42 63	Water Treatment Sediment Removal Equipment	Waste Treatment	11
11340	Scum Removal Equipment	44 42 00	General Water Treatment Equipment	Waste Treatment	11
11345	Chemical Equipment	44 44 00	Water Treatment Chemical Systems Equipment	Waste Treatment	11
11350	Sludge Handling and Treatment Equipment	44 46 00	Sludge Treatment and Handling Equipment for Water Treatment Systems	Waste Treatment	11
11360	Filter Press Equipment	44 43 23	Water Filter Presses	Waste Treatment	11
11365	Trickling Filter Equipment	44 43 00	Water Filtration Equipment	Waste Treatment	11
11370	Compressors	43 12 00	Gas Compressors	Waste Treatment	11
11375	Aeration Equipment	44 42 13	Aeration Water Treatment Equipment	Waste Treatment	11
11380	Sludge Digestion Equipment	44 46 19	Sludge Digesters	Waste Treatment	11
11385	Digester Mixing Equipment	44 46 19	Sludge Digesters	Waste Treatment	11
11390	Package Sewage Treatment Plants	44 41 13	Packaged Water Treatment Plants	Waste Treatment	11
11400	FOOD SERVICE EQUIPMENT	11 40 00	Foodservice Equipment	Food Service Equipment	11
11405	Food Storage Equipment	11 41 00	Food Storage Equipment	Food Service Equipment	11
11410	Food Preparation Equipment	11 42 00	Food Preparation Equipment	Food Service Equipment	11
11415	Food Delivery Carts and Conveyors	11 43 00	Food Delivery Carts and Conveyors	Food Service Equipment	11
11420	Food Cooking Equipment	11 44 00	Food Cooking Equipment	Food Service Equipment	11
11425	Hood and Ventilation Equipment	23 38 13	Commercial-Kitchen Hoods	Food Service Equipment	11
11425	Surface Fire Suppression Equipment	23 38 13.13	Listed Commercial-Kitchen Hoods	Food Service Equipment	11
11430	Bar Equipment	11 46 13	Bar Equipment	Food Service Equipment	11
11430	Food Dispensing Equipment	11 46 00	Food Dispensing Equipment	Food Service Equipment	11
11430	Service Line Equipment	11 46 16	Service Line Equipment	Food Service Equipment	11
11430	Soda Fountain Equipment	11 46 19	Soda Fountain Equipment	Food Service Equipment	11
11435	Ice Machines	11 47 00	Ice Machines	Food Service Equipment	11
11440	Cleaning and Disposal Equipment	11 48 00	Cleaning and Disposal Equipment	Food Service Equipment	11
11450	Residential Appliances	11 31 00	Residential Appliances	Food Service Equipment	11
11450	RESIDENTIAL EQUIPMENT	11 30 00	Residential Equipment	Food Service Equipment	11
11450	Residential Kitchen Equipment	11 31 13	Residential Kitchen Appliances	Food Service Equipment	11
11450	Retractable Stairs	11 33 00	Retractable Stairs	Food Service Equipment	11
11460	UNIT KITCHENS	11 26 00	Unit Kitchens	Food Service Equipment	11
11470	DARKROOM EQUIPMENT	11 27 00	Photographic Processing Equipment	Equipment	11
11470	Darkroom Processing Equipment	11 27 13	Darkroom Processing Equipment	Equipment	11
11470	Revolving Darkroom Doors	08 34 36	Darkroom Doors	Equipment	11
11470	Transfer Cabinets	11 27 16	Film Transfer Cabinets	Equipment	11
11480	ATHLETIC, RECREATIONAL, AND THERAPEUTIC EQUIPMENT	11 65 00	Athletic and Recreational Equipment	Equipment	11
11480	ATHLETIC, RECREATIONAL, AND THERAPEUTIC EQUIPMENT	11 79 00	Therapy Equipment	Equipment	11
11480	Backstops	11 66 23.13	Basketball Equipment	Equipment	11
11480	Backstops	11 68 23.13	Exterior Basketball Equipment	Equipment	11
11480	Bowling Alley Equipment	11 67 13	Bowling Alley Equipment	Equipment	11
11480	Exercise Equipment	11 66 13	Exercise Equipment	Equipment	11
11480	Gymnasium Dividers	11 66 53	Gymnasium Dividers	Equipment	11
11480	Gymnasium Equipment	11 66 23	Gymnasium Equipment	Equipment	11
11480	Scoreboards	11 66 43	Interior Scoreboards	Equipment	11
11480	Scoreboards	11 68 43	Exterior Scoreboards	Equipment	11
11480	Shooting Range Equipment	11 67 23	Shooting Range Equipment	Equipment	11
11480	Therapeutic Equipment	11 79 00	Therapy Equipment	Equipment	11
11500	INDUSTRIAL AND PROCESS EQUIPMENT	11 57 00	Vocational Shop Equipment	Equipment	11
11500	INDUSTRIAL AND PROCESS EQUIPMENT	41 00 00	Material Processing and Handling Equipment (Division)	Equipment	11
11500	INDUSTRIAL AND PROCESS EQUIPMENT	42 00 00	Process Heating, Cooling, and Drying Equipment (Division)	Equipment	11
11500	INDUSTRIAL AND PROCESS EQUIPMENT	43 00 00	Process Gas and Liquid Handling, Purification, and Storage Equipment (Division)	Equipment	11
11500	INDUSTRIAL AND PROCESS EQUIPMENT	45 00 00	Industry-Specific Manufacturing Equipment (Division)	Equipment	11
11600	LABORATORY EQUIPMENT	11 53 00	Laboratory Equipment	Equipment	11
11650	PLANETARIUM EQUIPMENT	11 55 00	Planetarium Equipment	Equipment	11
11660	OBSERVATORY EQUIPMENT	11 56 00	Observatory Equipment	Equipment	11
11680	OFFICE EQUIPMENT	11 28 00	Office Equipment	Equipment	11
11700	MEDICAL EQUIPMENT	11 70 00	Healthcare Equipment	Equipment	11
11710	Medical Sterilizing Equipment	11 71 00	Medical Sterilizing Equipment	Equipment	11
11720	Examination and Treatment Equipment	11 72 00	Examination and Treatment Equipment	Equipment	11
11730	Patient Care Equipment	11 73 00	Patient Care Equipment	Equipment	11
11740	Dental Equipment	11 74 00	Dental Equipment	Equipment	11
11750	Optical Equipment	11 75 00	Optical Equipment	Equipment	11
11760	Operating Room Equipment	11 76 00	Operating Room Equipment	Equipment	11
11770	Radiology Equipment	11 77 00	Radiology Equipment	Equipment	11
11780	MORTUARY EQUIPMENT	11 78 00	Mortuary Equipment	Equipment	11
11850	NAVIGATION EQUIPMENT	35 12 33	Marine Navigation Equipment	Equipment	11
11870	AGRICULTURAL EQUIPMENT	11 92 00	Agricultural Equipment	Equipment	11
11900	EXHIBIT EQUIPMENT	11 59 00	Exhibit Equipment	Equipment	11
12000	FURNISHINGS	12 00 00	Furnishings	Furnishings	12
12050	FABRICS	12 05 13	Fabrics	Furnishings	12
12100	ART	12 10 00	Art	Furnishings	12
12110	Commissioned Paintings	12 12 13	Commissioned Paintings	Furnishings	12
12110	Faux Finishes	09 94 16	Faux Finishing	Furnishings	12
12110	Murals	12 11 00	Murals	Furnishings	12
12110	Photo Murals	12 11 13	Photo Murals	Furnishings	12
12120	Wall Decorations	12 12 00	Wall Decorations	Furnishings	12
12140	Sculptures	12 14 00	Sculptures	Furnishings	12
12170	Art Glass	12 17 00	Art Glass	Furnishings	12
12170	Etched Glass	12 17 13	Etched Glass	Furnishings	12
12170	Stained Glass	12 17 16	Stained Glass	Furnishings	12
12190	Ecclesiastic Art	12 19 00	Religious Art	Furnishings	12
12300	MANUFACTURED CASEWORK	12 30 00	Casework	Furnishings	12
12310	Manufactured Metal Casework	12 31 00	Manufactured Metal Casework	Furnishings	12
12320	Manufactured Wood Casework	12 32 00	Manufactured Wood Casework	Furnishings	12
12320	Plastic Laminate-Faced Casework	12 32 16	Manufactured Plastic-Laminate-Clad Casework	Furnishings	12
12320	Wood Veneer-Faced Casework	12 32 13	Manufactured Wood-Veneer-Faced Casework	Furnishings	12
12350	Bank Casework	12 35 17	Bank Casework	Furnishings	12
12350	Dental Casework	12 35 70.74	Dental Casework	Furnishings	12
12350	Display Casework	12 35 59	Display Casework	Furnishings	12
12350	Dormitory Casework	12 35 30.43	Dormitory Casework	Furnishings	12
12350	Educational Facility Casework	12 35 50.13	Educational Casework	Furnishings	12
12350	Hospital Casework	12 35 70.13	Hospital Casework	Furnishings	12
12350	Kitchen Casework	12 35 30.13	Kitchen Casework	Furnishings	12
12350	Laboratory Casework	12 35 53	Laboratory Casework	Furnishings	12
12350	Library Casework	12 35 50.53	Library Casework	Furnishings	12
12350	Medical Casework	12 35 25	Hospitality Casework	Furnishings	12
12350	Nurse Station Casework	12 35 70.16	Nurse Station Casework	Furnishings	12
12350	Religious Casework	12 35 91	Religious Casework	Furnishings	12
12350	Residential Casework	12 35 30	Residential Casework	Furnishings	12
12350	Specialty Casework	12 35 00	Specialty Casework	Furnishings	12
12350	Study Carrels	12 35 50.56	Built-In Study Carrels	Furnishings	12
12400	FURNISHINGS AND ACCESSORIES	12 40 00	Furnishings and Accessories	Furnishings	12
12410	Desk Accessories	12 41 13	Desk Accessories	Furnishings	12
12410	Office Accessories	12 41 00	Office Accessories	Furnishings	12
12420	Chinaware	12 42 13	Ceramics	Furnishings	12
12420	Flatware	12 42 16	Flatware	Furnishings	12
12420	Glassware	12 42 23	Glassware	Furnishings	12
12420	Hollowware	12 42 19	Hollowware	Furnishings	12
12420	Napery	12 42 26.13	Napery	Furnishings	12
12420	Silverware	12 42 16.13	Silverware	Furnishings	12
12420	Table Accessories	12 42 00	Table Accessories	Furnishings	12
12420	Table Linens	12 42 26	Table Linens	Furnishings	12
12430	Desk Lamps	12 43 13.13	Desk Lamps	Furnishings	12
12430	Floor Lamps	12 43 13.19	Floor Lamps	Furnishings	12
12430	Portable Lamps	12 43 00	Portable Lamps	Furnishings	12
12430	Table Lamps	12 43 13.16	Table Lamps	Furnishings	12
12440	Bath Furnishings	12 44 00	Bath Furnishings	Furnishings	12
12440	Bath Linens	12 44 13	Bath Linens	Furnishings	12
12440	Bath Mats	12 44 13.13	Bath Mats	Furnishings	12
12440	Bath Towels	12 44 13.16	Bath Towels	Furnishings	12
12440	Shower Curtains	12 44 16	Shower Curtains	Furnishings	12
12450	Bed Linens	12 45 13	Bed Linens	Furnishings	12
12450	Bedroom Furnishings	12 45 00	Bedroom Furnishings	Furnishings	12
12450	Blankets	12 45 13.13	Blankets	Furnishings	12
12450	Comforters	12 45 13.16	Comforters	Furnishings	12
12450	Pillows	12 45 16	Pillows	Furnishings	12
12460	Ash Receptacles	12 46 13	Ash Receptacles	Furnishings	12
12460	Bowls	12 46 16	Bowls	Furnishings	12
12460	Clocks	12 46 19	Clocks	Furnishings	12
12460	Decorative Crafts	12 46 23	Decorative Crafts	Furnishings	12
12460	Furnishing Accessories	12 46 00	Furnishing Accessories	Furnishings	12
12460	Vases	12 46 29	Vases	Furnishings	12
12460	Waste Receptacles	12 46 33	Waste Receptacles	Furnishings	12
12480	Floor Mats	12 48 43	Floor Mats	Furnishings	12
12480	Rugs	12 48 53	Rugs	Furnishings	12
12480	Rugs and Mats	12 48 00	Rugs and Mats	Furnishings	12
12480	Runners	12 48 53.13	Runners	Furnishings	12
12490	Blinds	12 21 00	Window Blinds	Furnishings	12
12490	Curtains and Drapes	12 22 00	Curtains and Drapes	Furnishings	12
12490	Interior Shutters	12 23 00	Interior Shutters	Furnishings	12
12490	Shades	12 24 00	Window Shades	Furnishings	12
12490	Solar-Control Film	08 87 13	Solar Control Films	Furnishings	12
12490	Window Treatment Hardware	12 25 00	Window Treatment Operating Hardware	Furnishings	12
12490	Window Treatments	12 20 00	Window Treatments	Furnishings	12
12500	FURNITURE	12 50 00	Furniture	Furnishings	12
12510	Custom Office Furniture	12 51 83	Custom Office Furniture	Furnishings	12
12510	Office Case Goods	12 51 16	Case Goods	Furnishings	12
12510	Office Furniture	12 51 00	Office Furniture	Furnishings	12
12520	Chairs	12 52 13	Chairs	Furnishings	12
12520	Custom Upholstered Seating	12 52 19	Upholstered Seating	Furnishings	12
12520	Custom Upholstered Seating	12 52 83	Custom Seating	Furnishings	12
12520	Seating	12 52 00	Seating	Furnishings	12
12520	Upholstered Seating	12 52 19	Upholstered Seating	Furnishings	12
12540	Hospitality Furniture	12 54 00	Hospitality Furniture	Furnishings	12
12540	Hotel Furniture	12 54 13	Hotel and Motel Furniture	Furnishings	12
12540	Motel Furniture	12 54 13	Hotel and Motel Furniture	Furnishings	12
12540	Restaurant Furniture	12 54 16	Restaurant Furniture	Furnishings	12
12560	Book Shelves	12 56 51.13	Book Shelves	Furnishings	12
12560	Classroom Furniture	12 56 33	Classroom Furniture	Furnishings	12
12560	Dormitory Furniture	12 56 43	Dormitory Furniture	Furnishings	12
12560	Health Care Furniture	12 56 70	Healthcare Furniture	Furnishings	12
12560	Index Card File Cabinets	12 56 51.19	Index Card File Cabinets	Furnishings	12
12560	Institutional Furniture	12 56 00	Institutional Furniture	Furnishings	12
12560	Laboratory Furniture	12 56 53	Laboratory Furniture	Furnishings	12
12560	Library Furniture	12 56 51	Library Furniture	Furnishings	12
12560	Study Carrels	12 56 51.16	Study Carrels	Furnishings	12
12580	Residential Furniture	12 58 00	Residential Furniture	Furnishings	12
12600	MULTIPLE SEATING	12 60 00	Multiple Seating	Furnishings	12
12610	Fixed Audience Seating	12 61 00	Fixed Audience Seating	Furnishings	12
12620	Folding Chairs	12 62 13	Folding Chairs	Furnishings	12
12620	Interlocking Chairs	12 62 16	Interlocking Chairs	Furnishings	12
12620	Portable Audience Seating	12 62 00	Portable Audience Seating	Furnishings	12
12620	Stacking Chairs	12 62 19	Stacking Chairs	Furnishings	12
12630	Stadium and Arena Seating	12 63 00	Stadium and Arena Seating	Furnishings	12
12640	Booths and Tables	12 64 00	Booths and Tables	Furnishings	12
12650	Multiple-Use Fixed Seating	12 65 00	Multiple-Use Fixed Seating	Furnishings	12
12660	Telescoping Bleachers	12 66 13	Telescoping Bleachers	Furnishings	12
12660	Telescoping Chair Platforms	12 66 23	Telescoping Chair Platforms	Furnishings	12
12660	Telescoping Stands	12 66 00	Telescoping Stands	Furnishings	12
12670	Pews and Benches	12 67 00	Pews and Benches	Furnishings	12
12680	Seat and Table Assemblies	12 68 00	Seat and Table Assemblies	Furnishings	12
12700	SYSTEMS FURNITURE	12 59 00	Systems Furniture	Furnishings	12
12710	Panel-Hung-Component System Furniture	12 59 13	Panel-Hung Component System Furniture	Furnishings	12
12720	Free-Standing Component System Furniture	12 59 16	Free-Standing Component System Furniture	Furnishings	12
12730	Beam System Furniture	12 59 19	Beam System Furniture	Furnishings	12
12740	Desk System Furniture	12 59 23	Desk System Furniture	Furnishings	12
12800	INTERIOR PLANTS AND PLANTERS	12 92 00	Interior Planters and Artificial Plants	Furnishings	12
12810	Interior Live Plants	32 93 00	Plants	Furnishings	12
12820	Artificial Plants	12 92 13	Interior Artificial Plants	Furnishings	12
12830	Interior Planters	12 92 33	Interior Planters	Furnishings	12
12840	Interior Landscape Accessories	12 92 43	Interior Landscaping Accessories	Furnishings	12
12850	Interior Plant Maintenance	12 01 90	Operation and Maintenance of Other Furnishings	Furnishings	12
12900	FURNISHINGS REPAIR AND RESTORATION	12 01 00	Operation and Maintenance of Furnishings	Furnishings	12
13000	SPECIAL CONSTRUCTION	13 00 00	Special Construction	Special Construction	13
13010	AIR-SUPPORTED STRUCTURES	13 31 13	Air-Supported Fabric Structures	Special Construction	13
13020	BUILDING MODULES	13 42 00	Building Modules	Special Construction	13
13020	Hotel and Dormitory Units	13 42 43	Dormitory Unit Modules	Special Construction	13
13020	Prison Cells	13 42 63	Detention Cell Modules	Special Construction	13
13030	Athletic Rooms	13 24 66	Athletic Rooms	Special Construction	13
13030	Clean Rooms	13 21 13	Clean Rooms	Special Construction	13
13030	Cold Storage Rooms	13 21 26	Cold Storage Rooms	Special Construction	13
13030	Hyperbaric Rooms	13 21 16	Hyperbaric Rooms	Special Construction	13
13030	Insulated Rooms	13 21 23	Insulated Rooms	Special Construction	13
13030	Office Shelters and Booths	13 22 00	Office Shelters and Booths	Special Construction	13
13030	Planetariums	13 23 00	Planetariums	Special Construction	13
13030	Prefabricated Rooms	13 26 00	Fabricated Rooms	Special Construction	13
13030	Saunas	13 24 16	Saunas	Special Construction	13
13030	Sound-Conditioned Rooms	13 21 48	Sound-Conditioned Rooms	Special Construction	13
13030	SPECIAL PURPOSE ROOMS	13 20 00	Special Purpose Rooms	Special Construction	13
13030	Steam Baths	13 24 26	Steam Baths	Special Construction	13
13030	Vaults	13 27 00	Vaults	Special Construction	13
13080	SOUND, VIBRATION, AND SEISMIC CONTROL	13 48 00	Sound, Vibration, and Seismic Control	Special Construction	13
13090	RADIATION PROTECTION	13 49 00	Radiation Protection	Special Construction	13
13100	LIGHTNING PROTECTION	26 41 00	Facility Lightning Protection	Special Construction	13
13100	LIGHTNING PROTECTION	33 79 93	Site Lightning Protection	Special Construction	13
13110	CATHODIC PROTECTION	26 42 00	Cathodic Protection	Special Construction	13
13120	Cable-Supported Structures	13 31 23	Tensioned Fabric Structures	Special Construction	13
13120	Fabric Structures	13 31 00	Fabric Structures	Special Construction	13
13120	Glazed Structures	13 34 13	Glazed Structures	Special Construction	13
13120	Grandstands and Bleachers	13 34 16	Grandstands and Bleachers	Special Construction	13
